request_rate,ip_change,failed_attempts,device_trust,time_of_day,location_risk,is_attack
26.8,1,0,0.35,23,0.75,0
43.04,1,10,0.03,22,0.77,1
0.1,0,3,0.45,3,0.33,0
8.38,1,3,0.25,14,0.28,0
0.1,0,1,0.81,14,0.03,0
4.37,0,2,0.65,19,0.32,1
1.9,0,0,0.81,14,0.2,0
3.51,0,3,0.49,20,0.35,0
20.27,0,0,0.81,14,0.22,0
15.24,0,2,0.8,19,0.33,0
46.32,1,18,0.34,3,0.64,0
22.31,1,25,0.13,5,0.6,1
4.34,0,2,0.31,12,0.53,1
2.52,0,0,0.82,8,0.1,0
17.1,0,1,0.83,7,0.0,0
4.35,0,1,0.85,14,0.17,0
5.08,0,0,0.73,11,0.22,0
2.76,0,1,0.73,15,0.2,0
3.26,0,0,0.73,12,0.15,0
4.52,0,0,0.89,13,0.47,0
8.95,1,0,0.87,15,0.51,0
3.11,0,0,0.72,9,0.27,0
9.62,0,0,0.61,2,0.37,0
19.09,1,3,0.52,1,0.72,1
0.51,0,0,0.85,16,0.08,0
2.92,0,1,0.81,9,0.21,0
6.66,1,1,0.75,15,0.43,1
13.84,0,0,0.27,1,0.84,1
13.27,0,0,0.38,5,0.36,0
49.72,0,2,0.3,3,0.7,1
4.26,0,0,0.79,12,0.22,1
1.88,0,0,0.68,12,0.25,1
2.02,0,0,0.62,15,0.24,1
0.74,0,0,0.68,13,0.04,0
5.63,0,0,0.56,16,0.13,0
8.09,0,1,0.76,16,0.46,0
39.05,1,12,0.38,5,0.85,0
5.4,0,0,0.47,11,0.2,0
10.72,1,7,0.26,4,0.67,1
18.18,1,5,0.32,21,0.77,1
3.1,0,0,1.0,4,0.44,0
3.68,0,0,0.81,7,0.39,0
8.99,0,0,0.97,10,0.31,0
5.28,0,0,0.7,16,0.0,0
3.77,0,0,0.83,9,0.14,0
0.1,1,2,0.88,17,0.35,0
4.06,0,0,0.59,20,0.41,1
18.21,1,0,0.22,0,0.8,0
5.57,0,0,0.85,12,0.24,0
2.5,0,1,0.69,13,0.07,0
1.44,0,1,0.73,15,0.2,0
13.1,0,0,0.83,18,0.19,0
2.04,0,0,0.7,13,0.2,0
22.3,1,1,0.08,4,0.54,1
1.33,0,0,0.92,14,0.05,0
5.21,0,0,0.8,8,0.27,0
12.23,0,0,0.34,14,0.38,0
1.39,1,1,0.83,20,0.0,0
2.78,0,0,0.76,8,0.28,0
10.09,0,0,0.83,13,0.13,0
18.41,1,3,0.05,21,0.6,1
18.73,0,0,0.89,8,0.21,0
4.74,0,0,0.68,18,0.15,0
4.5,0,0,0.79,11,0.21,0
1.42,1,3,0.42,0,0.69,1
19.29,1,0,0.39,20,0.97,1
17.41,1,11,0.29,22,0.57,1
34.47,1,0,0.22,23,0.7,1
13.37,0,0,0.94,13,0.3,0
4.75,0,0,0.8,12,0.24,0
2.31,0,0,0.91,13,0.11,1
19.62,1,2,0.19,21,0.78,1
1.61,0,0,0.89,13,0.0,0
0.55,0,0,0.7,17,0.0,0
2.13,0,0,0.77,15,0.18,0
3.69,0,1,0.85,15,0.11,0
19.75,1,0,0.81,16,0.19,1
2.21,0,0,0.88,13,0.32,0
2.77,0,0,0.71,9,0.12,1
14.32,0,3,0.83,10,0.13,1
41.16,0,10,0.44,22,0.63,1
7.52,0,0,0.93,10,0.36,0
2.5,0,0,0.79,11,0.17,0
1.96,0,0,0.89,15,0.26,0
14.07,1,7,0.51,18,0.42,1
2.75,0,0,0.84,12,0.08,0
6.58,0,1,0.49,14,0.17,0
11.36,0,1,0.89,11,0.24,1
22.01,0,0,0.41,3,0.63,1
7.1,0,3,0.83,13,0.49,0
25.44,1,0,0.38,1,0.95,1
8.66,1,4,0.38,4,1.0,1
36.09,1,0,0.37,21,0.62,1
0.96,0,2,0.5,5,0.36,0
0.98,0,0,0.86,14,0.03,0
7.01,0,1,0.8,12,0.31,0
3.22,0,0,1.0,13,0.26,0
2.06,0,0,0.79,13,0.0,0
15.56,0,3,0.58,7,0.08,0
7.35,1,6,0.64,14,0.36,1
15.48,0,2,0.84,5,0.39,1
0.17,1,2,0.49,10,0.53,0
1.57,0,1,0.72,18,0.37,0
2.62,0,0,0.91,11,0.29,0
8.83,0,1,0.8,2,0.15,0
4.33,0,0,0.88,13,0.26,0
6.53,0,0,0.65,15,0.26,0
16.85,0,0,0.9,4,0.34,0
20.22,1,22,0.43,2,0.48,0
2.9,0,0,0.85,12,0.33,0
0.1,1,2,0.11,21,0.87,1
7.47,0,0,0.97,8,0.18,0
3.99,0,0,0.74,15,0.14,0
1.48,0,1,0.5,17,0.66,0
3.18,0,0,0.84,16,0.07,0
2.45,0,0,0.76,12,0.23,0
9.69,1,4,0.44,21,0.54,1
6.32,0,1,0.71,22,0.58,1
2.63,0,0,0.64,18,0.17,0
2.08,1,1,0.33,16,0.57,1
16.23,0,1,0.8,11,0.0,0
2.33,0,0,0.66,16,0.08,0
19.13,0,0,0.49,0,0.58,1
14.62,0,0,0.92,9,0.1,0
21.95,0,0,0.29,21,0.88,1
12.53,1,3,0.66,12,0.24,1
2.01,0,0,0.76,14,0.05,0
0.54,0,0,0.89,16,0.21,0
2.21,1,0,0.59,14,0.03,0
2.33,1,2,0.51,16,0.33,0
4.87,0,0,0.81,6,0.13,0
4.99,0,0,0.58,23,0.38,0
0.1,0,0,0.73,12,0.05,1
32.68,0,2,0.09,23,0.4,1
7.93,0,2,0.69,20,0.42,1
4.9,0,2,0.72,15,0.46,0
4.7,0,0,0.7,11,0.21,0
1.97,0,0,0.78,14,0.04,1
4.17,0,4,0.43,15,0.33,0
2.84,0,0,0.91,14,0.27,1
3.34,0,0,0.78,13,0.04,1
29.64,0,7,0.42,1,0.7,1
10.67,0,0,0.46,10,0.67,1
5.04,0,0,0.86,17,0.2,0
4.25,0,2,0.29,14,0.34,0
9.43,0,2,0.38,0,0.57,1
11.13,0,5,0.85,12,0.27,0
15.31,0,0,0.93,14,0.12,0
22.17,1,18,0.52,23,0.64,1
12.16,1,1,0.37,15,0.32,1
25.36,1,1,0.37,20,0.96,1
14.45,1,0,0.82,2,0.3,0
6.01,0,0,0.3,12,0.63,1
9.31,0,1,0.85,5,0.15,0
35.1,1,3,0.14,3,0.75,1
5.5,0,0,0.41,9,0.25,0
2.83,0,0,0.84,18,0.02,0
1.31,0,0,0.65,16,0.05,0
10.38,0,1,0.79,8,0.26,0
4.09,0,0,0.61,15,0.29,1
7.68,0,0,0.79,8,0.12,0
17.72,0,3,0.89,11,0.37,0
4.08,0,2,0.66,13,0.03,1
0.1,1,2,0.66,23,0.0,0
21.48,1,0,0.6,1,0.61,1
3.67,0,1,0.72,17,0.17,0
20.43,1,6,0.24,5,0.66,0
4.07,0,1,0.71,15,0.19,0
3.19,0,0,0.7,14,0.09,1
5.6,1,1,0.54,15,0.42,1
24.81,1,9,0.32,20,0.56,1
20.18,1,4,0.22,3,0.52,1
9.41,0,0,0.77,12,0.42,0
5.39,0,0,0.72,15,0.13,0
4.01,0,1,0.93,14,0.11,0
6.44,0,0,0.72,16,0.26,0
28.75,1,2,0.27,20,1.0,1
26.62,1,13,0.18,2,0.87,1
5.25,0,0,0.9,8,0.31,0
2.59,0,0,0.71,12,0.13,1
8.12,0,0,0.87,17,0.26,0
2.45,0,0,0.82,13,0.19,0
14.95,1,0,0.5,12,0.55,1
8.24,1,2,0.41,2,0.79,1
0.62,0,1,1.0,10,0.12,0
24.67,0,0,0.0,21,0.79,1
4.11,0,0,0.85,8,0.11,0
2.8,1,0,0.93,13,0.09,0
3.75,0,0,0.94,15,0.19,0
18.92,0,0,0.86,6,0.18,0
5.51,0,1,0.96,9,0.1,1
3.59,0,0,0.78,14,0.13,0
35.74,0,6,0.22,20,0.75,1
4.28,0,0,0.76,10,0.13,0
6.42,0,2,0.86,7,0.29,0
3.52,0,0,0.86,12,0.03,1
4.25,1,0,0.59,10,0.35,0
46.09,1,5,0.42,0,0.59,1
8.7,1,2,0.96,3,0.27,0
0.84,0,1,0.83,12,0.26,0
12.69,0,1,0.57,15,0.0,1
6.18,0,0,0.83,13,0.15,0
17.74,1,0,0.82,12,0.23,0
7.79,0,4,0.85,9,0.15,0
4.56,0,0,0.61,12,0.46,1
26.21,0,0,0.53,0,0.8,1
30.11,1,0,0.25,0,0.76,1
2.24,0,0,0.78,12,0.13,0
1.28,0,0,0.82,13,0.2,0
0.4,0,0,0.87,9,0.11,0
26.15,1,5,0.28,1,0.61,1
18.55,1,0,0.28,0,0.94,1
7.89,0,2,0.89,16,0.17,0
5.47,0,0,0.79,6,0.16,0
0.67,0,0,0.83,13,-0.0,0
14.37,1,0,0.32,21,0.75,1
3.99,0,0,0.82,9,0.23,0
28.49,1,11,0.26,3,0.69,1
13.73,0,0,0.82,10,0.19,0
7.37,0,2,0.65,12,0.11,0
18.78,0,0,1.0,11,0.07,0
1.37,0,0,0.72,12,0.0,0
1.58,1,1,0.79,8,0.25,0
19.57,1,7,0.36,23,0.67,0
2.93,0,0,0.67,6,0.18,0
29.14,1,2,0.25,2,0.42,1
4.72,1,3,0.63,11,0.55,0
5.83,0,1,0.34,11,0.35,1
8.4,0,1,0.74,5,0.0,0
13.05,0,0,0.67,10,0.62,0
8.16,0,0,0.75,12,0.46,0
28.59,1,2,0.34,21,0.7,1
1.97,0,0,0.85,17,0.06,0
0.76,0,0,0.7,14,0.1,0
4.28,0,1,0.48,13,0.56,1
10.8,0,0,0.97,8,0.12,0
8.4,0,0,0.83,15,0.23,0
8.71,0,0,0.64,10,0.59,0
9.88,0,1,0.87,19,0.01,0
16.87,1,13,0.48,20,0.67,1
27.28,1,0,0.38,2,0.71,1
1.88,0,0,0.76,12,0.13,0
11.12,1,0,0.82,10,0.1,0
0.24,0,1,0.68,23,0.44,0
30.93,0,3,0.34,3,0.69,1
2.36,0,0,0.88,9,0.16,0
0.59,0,0,0.79,10,0.2,0
7.93,0,0,0.93,5,0.51,0
16.98,1,0,0.14,20,0.7,1
9.32,0,0,0.89,13,0.27,0
2.51,0,0,0.43,20,0.51,0
28.63,1,9,0.25,2,0.77,1
11.74,0,0,0.89,5,0.24,0
3.25,0,0,0.87,16,0.36,0
2.73,1,0,1.0,11,0.17,0
48.33,1,1,0.59,2,0.63,1
2.94,0,0,0.83,15,0.15,0
6.95,0,6,0.64,21,0.46,0
4.2,0,0,0.63,7,0.09,0
5.32,0,3,0.31,22,0.0,1
21.83,0,2,0.48,3,0.72,1
2.78,0,1,0.79,20,0.07,0
5.22,0,0,0.8,15,0.14,0
1.35,0,0,0.93,16,0.17,0
2.5,0,1,0.67,9,0.1,0
6.88,1,5,0.36,2,0.75,1
1.33,0,0,0.74,6,0.29,0
5.8,0,0,0.71,16,0.49,0
1.54,0,0,0.87,11,0.0,0
5.89,0,0,0.73,11,0.3,0
3.31,0,1,0.94,12,0.2,0
5.24,0,1,0.24,13,0.35,1
14.24,1,0,0.73,10,0.19,0
6.21,1,7,0.55,15,0.44,0
3.24,0,0,0.75,11,0.0,1
4.96,0,0,0.68,10,0.23,0
18.7,0,12,0.36,2,0.77,1
25.65,1,11,0.08,23,0.63,1
13.03,0,1,0.55,8,0.41,0
10.0,0,0,0.34,2,0.3,1
11.69,1,1,0.76,10,0.39,0
3.28,0,0,0.81,8,0.33,0
13.13,0,0,0.98,7,0.2,0
3.67,0,0,0.7,15,0.02,0
4.22,1,1,0.67,16,0.51,1
4.61,0,2,0.48,5,0.38,0
17.45,0,7,0.09,23,0.56,1
35.6,1,11,0.17,1,0.7,1
10.37,0,0,0.95,9,0.15,0
5.41,0,0,0.63,6,0.21,0
14.83,0,0,0.94,14,0.3,0
1.38,0,0,0.62,16,0.55,1
35.13,0,16,0.0,22,0.74,1
4.28,1,7,0.62,11,0.41,1
2.84,0,0,0.99,11,0.24,0
7.18,0,0,0.74,11,0.49,0
28.72,0,1,0.51,4,0.76,1
8.29,0,0,0.81,11,0.12,0
6.66,0,0,0.84,11,0.23,0
5.19,0,0,0.88,9,0.17,0
0.61,0,0,0.85,17,0.12,0
1.34,0,0,0.92,13,0.12,0
8.98,1,0,0.97,11,0.29,0
16.82,1,19,0.28,21,0.88,1
4.3,0,0,0.77,10,0.05,0
13.51,1,4,0.31,23,0.74,1
8.01,1,0,0.19,5,0.67,1
2.93,0,0,0.78,16,-0.0,0
11.26,0,0,0.77,11,0.21,0
7.55,0,0,0.34,6,0.37,0
11.67,0,0,0.76,10,0.14,0
2.08,0,1,0.73,18,0.23,0
4.96,0,1,0.69,17,0.11,0
1.39,0,0,0.92,14,0.18,0
2.78,0,0,0.84,17,0.31,0
14.66,0,3,0.47,4,0.38,0
23.63,1,2,0.22,0,0.85,1
2.64,0,0,0.89,8,0.21,0
2.94,0,0,0.93,10,0.07,0
6.06,1,1,0.59,18,0.7,1
4.43,1,15,0.34,2,0.65,1
4.54,0,0,0.7,8,0.02,1
41.08,0,0,0.37,2,0.73,1
3.19,0,0,0.78,9,0.15,0
10.01,0,1,0.85,16,0.27,0
25.12,1,0,0.35,21,0.73,1
19.8,0,0,0.05,5,0.58,0
2.49,0,0,0.87,13,0.3,0
4.71,0,0,0.6,12,0.19,0
5.79,0,1,0.44,19,0.28,1
0.21,0,0,0.64,10,0.04,1
0.1,0,1,0.68,7,0.23,0
4.09,0,0,0.59,17,0.25,1
13.06,0,0,0.76,10,0.19,0
6.48,0,0,0.82,15,0.14,0
26.14,1,5,0.57,2,0.93,0
3.69,1,0,0.77,11,0.29,0
5.76,0,0,0.97,10,0.22,0
4.96,0,0,0.77,9,0.28,0
4.53,1,14,0.2,0,0.59,1
14.6,0,0,0.87,8,0.04,0
19.9,1,15,0.13,3,0.72,1
1.34,1,0,1.0,18,0.32,0
2.88,0,3,0.46,15,0.28,1
26.15,1,25,0.41,4,0.71,1
0.1,0,1,0.83,10,0.2,0
3.73,1,6,0.31,10,0.48,1
2.91,0,0,0.95,14,-0.0,0
8.78,0,3,0.52,23,0.91,1
32.37,0,7,0.15,1,1.0,0
2.41,0,0,0.76,15,0.15,1
1.31,0,1,0.69,14,0.33,1
10.77,0,0,0.85,15,0.22,0
7.56,0,1,0.59,15,0.56,1
2.06,0,0,0.92,9,0.14,0
11.56,1,0,0.76,14,0.15,1
7.31,0,1,0.52,8,0.49,0
25.23,1,9,0.45,1,0.64,1
25.32,0,5,0.3,1,0.72,1
2.26,0,0,0.92,16,0.01,0
1.0,0,3,0.42,4,0.59,0
5.6,0,0,1.0,17,0.19,0
3.47,0,0,1.0,10,0.23,0
7.01,0,1,0.85,15,0.67,1
1.14,0,0,0.81,8,0.03,0
4.31,0,1,0.71,14,0.06,0
9.2,0,1,0.87,5,0.42,0
4.02,0,0,0.78,13,0.0,1
0.74,0,1,0.75,15,0.27,0
0.1,1,3,0.5,23,0.7,1
3.55,0,1,0.81,12,0.1,0
18.77,0,0,0.87,16,0.08,0
10.16,0,3,0.29,0,0.32,1
5.09,0,0,0.64,18,0.36,1
26.79,0,2,0.34,22,0.82,1
4.44,1,0,0.36,12,0.65,1
17.73,1,8,0.28,20,0.7,1
19.53,0,0,0.92,15,0.27,0
37.73,1,8,0.36,20,0.63,1
1.24,1,0,0.93,15,-0.0,0
3.82,1,0,0.37,12,0.05,0
6.2,0,0,0.8,15,0.53,1
27.62,1,0,0.42,2,0.77,0
6.41,0,0,0.95,10,0.12,1
0.1,1,1,0.41,14,0.67,0
4.77,0,0,0.85,10,0.03,0
1.53,0,0,0.59,9,0.21,0
20.01,1,1,0.99,21,0.28,1
23.31,1,6,0.34,2,1.0,1
8.46,0,2,0.66,16,0.18,1
6.27,0,1,0.5,11,0.43,1
4.45,0,0,0.7,13,0.24,0
2.88,0,0,1.0,12,0.18,1
30.09,1,0,0.0,21,0.67,1
34.44,1,20,0.16,21,0.62,1
16.96,1,2,0.07,23,0.69,1
5.65,0,0,0.58,17,0.41,0
2.8,0,1,0.58,11,0.43,1
26.09,1,4,0.14,23,0.74,1
29.81,1,0,0.27,23,0.7,0
12.3,1,4,0.2,1,0.42,1
6.4,0,1,0.68,19,0.36,1
6.11,0,0,0.74,20,0.24,0
3.0,0,2,0.66,10,0.39,1
4.1,0,1,0.67,12,0.19,0
2.28,0,0,0.7,12,0.32,0
1.8,0,0,0.97,13,0.02,0
1.17,1,0,0.78,13,0.1,0
1.25,0,0,0.85,11,0.08,0
2.06,0,0,0.77,15,0.15,0
3.53,0,0,0.95,12,0.2,0
15.26,0,0,0.94,12,0.0,0
12.41,0,1,0.85,10,0.0,0
10.63,1,2,1.0,14,0.35,1
4.24,1,0,0.8,11,0.08,0
30.81,0,1,0.24,2,0.87,1
4.3,0,0,0.77,14,0.14,1
3.87,0,1,0.89,16,0.09,0
3.88,0,0,0.82,16,0.12,0
2.96,0,0,0.92,9,0.11,0
8.55,0,3,0.89,11,0.2,0
4.71,0,8,0.79,14,0.22,0
13.85,0,16,0.25,4,0.73,1
39.85,1,0,0.16,21,0.71,1
13.87,0,3,1.0,12,0.09,0
0.38,0,0,0.91,13,0.12,0
7.0,0,0,0.2,13,0.44,1
1.45,0,0,0.92,16,0.06,0
2.97,0,1,0.89,13,0.04,0
41.56,1,3,0.4,23,0.98,1
2.71,0,0,0.79,15,0.22,0
3.41,0,0,0.78,12,0.15,0
24.1,0,1,0.28,3,0.56,1
1.67,0,0,0.94,11,0.34,0
24.39,1,1,0.28,5,0.92,1
0.18,0,0,0.8,11,0.11,0
3.19,0,0,0.83,9,0.07,0
5.17,0,0,0.89,13,0.17,0
2.97,0,0,0.99,9,0.17,0
4.54,0,1,0.47,13,0.77,1
8.62,1,0,0.65,18,0.43,0
7.99,0,0,0.94,14,0.19,0
31.77,1,5,0.62,1,0.94,1
40.9,1,3,0.55,0,0.74,1
14.77,0,0,0.75,10,0.35,0
20.58,0,1,0.92,9,0.17,0
14.67,1,1,0.65,20,0.57,1
15.67,1,5,0.66,0,0.9,1
0.78,0,0,0.71,11,0.26,0
2.63,0,2,0.84,14,0.09,0
23.71,1,0,0.14,20,0.6,1
2.0,0,0,0.87,15,0.19,0
1.75,0,0,0.67,11,0.08,0
0.1,1,2,0.36,1,0.43,1
2.69,0,0,0.85,15,0.09,0
3.27,0,0,0.68,12,0.07,0
4.75,0,0,0.67,11,0.3,0
19.3,1,5,0.41,4,0.68,1
2.32,0,0,0.42,9,0.25,0
9.44,1,1,0.38,0,0.7,1
4.32,0,0,0.78,10,0.05,0
23.16,1,11,0.12,23,0.71,1
3.06,0,1,0.71,13,0.23,0
12.56,0,0,0.94,7,0.26,0
12.51,0,0,0.94,12,0.12,0
6.27,0,0,0.7,11,0.21,0
29.64,1,3,0.21,0,0.34,1
2.14,0,0,0.71,10,0.07,0
15.37,0,0,0.85,16,0.05,0
0.1,1,10,0.39,22,0.47,1
14.63,0,1,0.87,9,0.17,0
2.79,0,0,0.75,15,0.2,0
14.76,0,1,0.13,9,0.37,0
0.1,0,2,0.6,23,0.3,1
0.1,0,0,0.87,13,0.14,1
4.87,0,0,0.81,6,0.13,0
34.33,0,9,0.27,5,0.47,1
28.01,1,2,0.37,3,0.8,1
13.16,1,5,0.37,2,0.92,1
7.08,0,1,0.51,17,0.38,1
3.39,0,1,0.85,6,0.12,0
2.26,0,0,0.72,9,0.0,0
24.79,1,4,0.56,4,0.52,1
5.95,1,0,0.43,18,0.48,0
4.77,0,0,0.76,17,0.0,1
3.12,0,0,0.85,11,0.28,0
8.96,1,2,0.36,3,0.82,0
1.29,0,0,0.86,10,0.16,0
5.26,0,1,0.6,12,0.34,1
19.25,0,1,0.84,10,0.26,0
34.02,1,3,0.42,1,0.32,1
5.36,0,0,0.65,11,0.32,1
2.71,0,0,0.94,11,0.02,0
29.17,0,0,0.31,5,0.75,1
35.31,1,0,0.22,4,0.86,1
3.69,1,0,0.36,15,0.21,1
29.16,1,0,0.25,20,0.78,1
5.82,0,0,0.73,15,0.76,1
12.4,0,0,0.85,7,0.24,0
28.2,1,5,0.4,3,0.79,1
3.76,0,0,0.79,9,0.05,0
26.82,1,0,0.17,20,0.84,0
23.67,0,2,0.31,5,0.68,1
3.79,0,0,0.67,8,0.32,0
4.22,0,0,0.85,15,0.08,0
24.36,1,4,0.01,1,0.67,1
4.21,0,1,0.54,11,0.35,1
4.99,0,2,0.36,17,0.49,1
2.95,0,0,0.96,16,0.16,0
12.79,0,0,0.91,8,0.12,0
12.48,0,0,0.81,14,0.12,0
8.93,0,3,0.51,22,0.43,0
1.02,0,0,0.75,11,0.06,0
4.1,0,0,0.85,17,0.18,0
17.78,1,0,0.77,13,0.47,1
2.37,0,2,0.36,11,0.39,0
22.71,0,1,0.62,1,0.31,0
3.74,0,0,0.77,10,0.12,0
3.8,0,1,0.74,14,0.0,1
22.82,1,5,0.3,4,0.7,1
22.08,1,1,0.45,23,0.87,1
21.51,1,6,0.25,20,0.88,1
11.23,0,1,0.86,8,0.18,1
2.1,0,0,1.0,11,0.04,0
11.44,0,1,0.78,12,0.31,0
13.07,0,3,0.26,13,0.85,0
4.2,0,0,0.74,12,0.06,0
14.43,0,0,0.71,0,0.38,0
8.19,0,2,0.83,4,0.29,0
3.25,0,0,0.95,11,0.17,0
9.56,0,2,0.05,1,0.48,0
5.4,0,0,0.71,17,0.19,1
20.75,0,4,0.46,23,0.68,1
1.36,0,0,0.7,14,0.29,0
1.07,0,0,0.8,10,0.35,0
0.79,0,0,0.71,14,0.2,0
5.01,1,0,0.62,10,0.08,0
45.6,1,6,0.17,2,0.85,0
3.98,0,0,0.75,17,0.08,0
5.55,0,0,0.81,19,0.27,0
32.24,0,6,0.24,3,0.75,1
28.39,1,0,0.3,0,0.98,1
12.47,0,0,0.75,17,0.13,0
19.16,0,2,0.9,12,0.19,0
1.62,0,0,0.95,10,0.12,0
4.95,0,0,0.77,14,0.02,0
25.03,0,0,0.45,2,0.8,1
1.53,0,0,0.86,12,0.22,0
43.29,1,3,0.36,2,0.67,0
3.71,0,0,0.77,13,0.08,0
4.29,0,0,0.7,18,0.2,0
4.02,0,0,0.85,14,0.55,0
17.9,0,0,0.76,15,0.25,0
16.4,1,4,0.23,4,0.61,1
15.22,1,7,0.0,1,0.67,0
8.16,0,2,0.6,9,0.4,0
4.99,0,0,0.81,19,0.13,0
4.06,0,1,0.56,19,0.53,1
5.11,0,0,0.78,13,0.03,0
4.5,0,0,0.84,12,0.18,0
1.42,1,0,0.88,13,0.41,0
1.87,0,0,0.79,16,0.27,0
0.58,0,0,0.71,14,0.11,0
3.11,0,0,0.85,12,0.15,0
16.77,0,0,0.83,12,0.31,0
31.57,1,3,0.29,21,0.6,1
3.37,0,0,0.68,9,0.2,1
8.01,0,0,0.71,15,0.17,0
2.69,0,0,0.75,12,0.33,0
2.13,0,0,0.7,12,0.16,0
8.27,1,0,0.79,6,0.28,0
0.7,0,0,0.9,12,0.11,0
1.72,0,0,0.71,16,0.29,0
3.45,1,5,1.0,9,0.28,0
4.46,0,0,0.77,6,0.11,0
1.38,0,0,0.8,7,0.2,0
26.95,1,7,0.09,3,0.57,1
23.65,1,8,0.26,21,0.6,0
20.12,0,0,0.87,13,0.12,1
0.1,0,0,0.74,9,0.2,1
9.78,0,15,0.24,22,0.9,1
34.84,0,3,0.27,20,0.88,1
5.04,0,0,0.75,15,0.21,0
7.21,0,0,0.39,15,0.24,1
15.06,1,8,0.11,20,0.94,1
1.56,0,0,0.73,11,0.08,0
8.28,0,0,0.85,9,0.21,0
17.42,0,1,0.12,3,0.1,1
46.5,1,7,0.15,23,0.48,0
40.87,1,15,0.35,0,0.81,1
2.54,0,1,0.83,12,0.1,1
11.48,1,0,0.98,11,0.06,0
2.25,0,0,0.67,17,0.14,0
5.78,0,4,0.57,2,0.19,0
3.12,0,0,0.89,11,0.0,0
10.93,0,0,0.88,16,0.24,0
9.28,0,0,0.87,11,0.17,0
6.33,1,3,0.68,14,0.45,1
3.42,0,0,0.66,12,0.16,0
2.13,0,0,0.77,10,0.0,0
5.68,0,1,0.8,7,0.29,0
2.29,1,0,0.82,17,0.25,0
19.46,0,0,0.74,9,0.36,0
15.67,0,0,0.95,15,0.25,0
6.32,0,0,0.53,14,0.07,0
3.0,0,0,0.92,12,0.21,0
12.55,0,2,0.85,9,0.22,0
0.1,0,2,0.75,11,0.15,0
18.28,0,2,0.02,22,0.94,1
18.92,0,3,0.16,0,0.63,1
5.74,0,3,0.44,16,0.57,1
5.6,1,2,0.12,20,0.72,1
12.53,1,2,0.2,3,1.0,1
16.38,1,0,0.81,13,0.33,0
2.18,0,0,0.8,11,0.36,0
19.65,1,2,0.11,1,0.39,1
11.69,0,0,0.92,5,0.1,1
25.53,1,18,0.1,2,0.87,1
13.22,0,0,0.8,9,0.3,0
23.73,0,3,0.32,21,0.71,1
5.44,0,0,0.9,10,0.11,0
10.88,0,0,0.78,11,0.25,0
3.58,0,1,0.92,10,0.24,0
4.83,0,0,0.34,12,0.08,0
6.18,0,1,1.0,7,0.21,0
19.05,0,0,0.75,14,0.19,0
4.03,0,1,0.96,11,0.13,0
7.82,0,0,0.71,14,0.19,0
5.33,0,1,0.76,10,0.34,0
1.28,0,0,0.73,12,0.21,0
17.84,0,1,0.84,9,0.09,1
1.08,0,0,0.92,17,0.14,0
30.5,1,1,0.24,3,0.8,1
1.74,0,0,1.0,14,0.06,0
13.52,0,1,0.62,1,0.68,0
13.11,1,12,0.48,23,0.92,1
2.82,0,0,0.7,11,0.23,0
4.21,0,1,0.59,12,0.18,0
33.19,0,3,0.4,5,1.0,1
6.61,1,1,0.98,6,0.39,0
4.94,0,0,0.75,11,0.07,1
13.02,1,3,0.28,22,0.78,1
3.01,0,1,0.84,18,0.36,0
36.12,0,2,0.25,4,0.51,0
0.86,0,0,0.79,17,0.15,0
13.56,0,0,0.9,12,0.34,0
1.76,1,1,0.88,10,0.36,0
4.34,1,2,0.4,16,0.36,1
9.45,0,0,0.89,15,0.17,0
12.5,0,2,0.63,21,0.49,1
14.04,0,0,0.78,9,0.16,0
2.12,0,2,0.51,3,0.37,0
3.3,0,1,0.93,14,0.0,0
3.79,0,0,0.9,17,0.06,0
19.64,1,2,0.5,5,0.97,1
4.21,0,0,0.97,11,0.02,0
1.75,0,0,0.82,12,0.16,0
2.92,1,1,0.63,10,0.1,1
7.44,0,0,0.82,10,0.33,0
7.97,1,0,0.6,10,0.71,1
9.77,0,0,0.97,20,0.16,0
7.36,1,7,0.37,15,0.62,1
3.17,0,0,0.85,18,0.11,0
2.88,0,1,0.66,14,0.03,0
8.23,0,2,1.0,17,0.12,0
30.03,0,0,0.59,5,0.78,1
12.91,0,0,0.87,13,0.05,0
2.21,1,3,0.86,15,0.41,1
9.24,1,0,0.64,6,0.17,1
7.9,0,0,0.98,9,0.27,0
23.89,1,2,0.5,1,0.79,1
0.18,0,1,0.8,8,0.18,0
4.46,1,3,0.65,12,0.77,0
2.89,0,0,0.64,17,0.33,0
7.01,0,0,0.83,12,0.61,1
1.85,0,0,0.82,15,0.2,0
2.39,0,1,0.77,12,0.23,0
12.9,1,19,0.39,0,0.33,1
12.36,0,0,0.86,11,0.15,0
4.01,0,1,0.74,9,0.1,0
12.88,0,3,0.53,7,0.5,1
11.86,0,0,0.91,11,0.41,1
14.15,0,1,0.95,11,0.29,1
28.32,0,3,0.61,4,0.83,1
2.24,1,0,0.26,12,0.48,1
5.32,0,0,0.83,17,0.14,1
3.57,0,0,0.84,13,0.09,0
8.57,0,0,0.74,12,0.18,0
3.85,1,0,0.57,11,0.57,1
4.09,1,1,0.57,15,0.71,1
38.48,0,5,0.23,21,0.5,1
1.68,0,1,0.78,15,0.01,0
27.32,1,0,0.18,20,0.48,1
3.71,0,0,0.74,10,0.11,1
6.08,0,4,0.75,13,0.16,0
0.83,0,0,0.65,17,0.2,0
4.45,1,0,0.67,9,0.02,1
